,rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,price,title,author,contributor,contributor_note,book_image,book_image_width,book_image_height,amazon_product_url,age_group,book_review_link,first_chapter_link,sunday_review_link,article_chapter_link,isbns,buy_links,book_uri,List Name
10,11,11,39,0,0,1984898957,9781984898951,Vintage,"The daughter of a Korean mother and Jewish American father, and leader of the indie rock project Japanese Breakfast, describes creating her own identity after losing her mother to cancer.",0.0,CRYING IN H MART,Michelle Zauner,by Michelle Zauner,,https://storage.googleapis.com/du-prd/books/images/9780525657743.jpg,338,500,https://www.amazon.com/dp/0525657746?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0525657746', 'isbn13': '9780525657743'}, {'isbn10': '0525657754', 'isbn13': '9780525657750'}, {'isbn10': '1984898957', 'isbn13': '9781984898951'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0525657746?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781984898951?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781984898951'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FCRYING%2BIN%2BH%2BMART%2FMichelle%2BZauner%2F9781984898951'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781984898951'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781984898951?aff=NYT'}]",nyt://book/520cb070-10ce-5d43-9b0c-e77f57d84a8d,Paperback Nonfiction
11,12,13,107,0,0,60959479,9780060959470,Morrow,The late feminist icon explores the causes of a polarized society and the meaning of love.,0.0,ALL ABOUT LOVE,bell hooks,by bell hooks,,https://storage.googleapis.com/du-prd/books/images/9780060959470.jpg,319,500,https://www.amazon.com/dp/0060959479?tag=NYTBSREV-20,,,,https://www.nytimes.com/2000/01/30/books/that-4-letter-word.html,,"[{'isbn10': '0060959479', 'isbn13': '9780060959470'}, {'isbn10': '0062862170', 'isbn13': '9780062862174'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0060959479?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780060959470?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780060959470'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FALL%2BABOUT%2BLOVE%2Fbell%2Bhooks%2F9780060959470'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780060959470'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780060959470?aff=NYT'}]",nyt://book/84ce374b-f6b1-5f05-8556-b0e09e97679c,Paperback Nonfiction
12,13,12,14,0,0,593133250,9780593133255,Random House,The Pulitzer Prize–winning science writer explains the sensory perceptions and ways of communication used by a variety of animals.,0.0,AN IMMENSE WORLD,Ed Yong,by Ed Yong,,https://storage.googleapis.com/du-prd/books/images/9780593133231.jpg,329,500,https://www.amazon.com/dp/0593133234?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0593133234', 'isbn13': '9780593133231'}, {'isbn10': '0593133242', 'isbn13': '9780593133248'}, {'isbn10': '0593593545', 'isbn13': '9780593593547'}, {'isbn10': '0593133250', 'isbn13': '9780593133255'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593133234?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593133255?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593133255'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FAN%2BIMMENSE%2BWORLD%2FEd%2BYong%2F9780593133255'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593133255'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593133255?aff=NYT'}]",nyt://book/b13d4672-b179-5069-8a8e-bf65e5f33461,Paperback Nonfiction
13,14,0,104,0,0,316299227,9780316299220,Back Bay,Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.,0.0,TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,https://storage.googleapis.com/du-prd/books/images/9780316478526.jpg,330,491,https://www.amazon.com/Talking-Strangers-Should-about-People/dp/0316478520?tag=NYTBSREV-20,,https://www.nytimes.com/2019/09/04/books/review-talking-to-strangers-malcolm-gladwell.html,,,,"[{'isbn10': '0316478520', 'isbn13': '9780316478526'}, {'isbn10': '0316535575', 'isbn13': '9780316535571'}, {'isbn10': '0316535621', 'isbn13': '9780316535625'}, {'isbn10': '1549150340', 'isbn13': '9781549150340'}, {'isbn10': '1549150332', 'isbn13': '9781549150333'}, {'isbn10': '1549100025', 'isbn13': '9781549100024'}, {'isbn10': '1549100017', 'isbn13': '9781549100017'}, {'isbn10': '0316299227', 'isbn13': '9780316299220'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Talking-Strangers-Should-about-People/dp/0316478520?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780316299220?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316299220'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTALKING%2BTO%2BSTRANGERS%2FMalcolm%2BGladwell%2F9780316299220'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780316299220'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780316299220?aff=NYT'}]",nyt://book/8f9a9575-8d7e-5e74-935c-56865f8addbf,Paperback Nonfiction
14,15,14,9,0,0,316441090,9780316441094,Back Bay,The Pulitzer Prize-winning biographer details Samuel Adams’s contributions to the American Revolution.,0.0,THE REVOLUTIONARY,Stacy Schiff,by Stacy Schiff,,https://storage.googleapis.com/du-prd/books/images/9780316441117.jpg,338,500,https://www.amazon.com/dp/0316441112?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0316441112', 'isbn13': '9780316441117'}, {'isbn10': '0316441104', 'isbn13': '9780316441100'}, {'isbn10': '0316441090', 'isbn13': '9780316441094'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0316441112?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780316441094?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316441094'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BREVOLUTIONARY%2FStacy%2BSchiff%2F9780316441094'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780316441094'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780316441094?aff=NYT'}]",nyt://book/f9447975-d1fd-54e5-a4cb-c87586fc62a7,Paperback Nonfiction
0,1,0,1,0,0,None,A00B01MT5HMRV,Lauren Blakely,A man shares a cramped apartment with his friend's fetching sister.,0.0,FULL PACKAGE,Lauren Blakely,by Lauren Blakely,,https://storage.googleapis.com/du-prd/books/images/A00B01MT5HMRV.jpg,310,495,https://www.amazon.com/Full-Package-Lauren-Blakely-ebook/dp/B01MT5HMRV?tag=NYTBSREV-20,,,,,,[],"[{'name': 'Amazon', 'url': 'https://www.amazon.com/Full-Package-Lauren-Blakely-ebook/dp/B01MT5HMRV?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': ''}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fs%2FFULL+PACKAGE+Lauren+Blakely'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fsearch%3Fquery%3DFULL%2BPACKAGE%2BLauren%2BBlakely'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/books?affiliate=3546&keywords=FULL+PACKAGE'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/search/book?keys=FULL+PACKAGE+Lauren+Blakely&aff=NYT'}]",nyt://book/5a7dc3d8-5534-5aca-a39b-5e340d6d53dc,E-Book Fiction
1,2,0,2,0,0,0440337976,9780440337973,Dial,"After World War II, a journalist travels to the island of Guernsey to meet residents who resisted the Nazi occupation. Originally published in 2008.",0.0,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,by Mary Ann Shaffer and Annie Barrows,,https://storage.googleapis.com/du-prd/books/images/9780385341004.jpg,314,495,http://www.amazon.com/Guernsey-Literary-Potato-Peel-Society/dp/0385340990?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0385341008', 'isbn13': '9780385341004'}, {'isbn10': '0440337976', 'isbn13': '9780440337973'}, {'isbn10': '1984801813', 'isbn13': '9781984801814'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Guernsey-Literary-Potato-Peel-Society/dp/0385340990?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780440337973?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780440337973'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BGUERNSEY%2BLITERARY%2BAND%2BPOTATO%2BPEEL%2BPIE%2BSOCIETY%2FMary%2BAnn%2BShaffer%2Band%2BAnnie%2BBarrows%2F9780440337973'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780440337973'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780440337973?aff=NYT'}]",nyt://book/467a3382-b52b-5189-a4e9-ae9c1da5be93,E-Book Fiction
2,3,4,12,0,0,0385541201,9780385541206,Doubleday,A whistleblower alerts a Florida investigator to judicial corruption involving the Mob and Indian casinos.,0.0,THE WHISTLER,John Grisham,by John Grisham,,https://storage.googleapis.com/du-prd/books/images/9780385541206.jpg,326,495,https://www.amazon.com/Whistler-John-Grisham-ebook/dp/B01C1LUFFK?tag=NYTBSREV-20,,https://www.nytimes.com/2016/11/06/books/review/john-grisham-whistler.html,,,,"[{'isbn10': '0385541198', 'isbn13': '9780385541190'}, {'isbn10': '0385541201', 'isbn13': '9780385541206'}, {'isbn10': '0385541570', 'isbn13': '9780385541572'}, {'isbn10': '1101967676', 'isbn13': '9781101967676'}, {'isbn10': '1101967684', 'isbn13': '9781101967683'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Whistler-John-Grisham-ebook/dp/B01C1LUFFK?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780385541206?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780385541206'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BWHISTLER%2FJohn%2BGrisham%2F9780385541206'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780385541206'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780385541206?aff=NYT'}]",nyt://book/7ec3bc19-7c90-5c28-9702-1886c16dfa9d,E-Book Fiction
3,4,0,1,0,0,None,9781101984772,Dutton,"Pike Logan, a member of a secret counterterrorist unit called the Taskforce, investigates a Saudi-backed Moroccan terrorist cell.",0.0,RING OF FIRE,Brad Taylor,by Brad Taylor,,https://storage.googleapis.com/du-prd/books/images/9781101984765.jpg,328,495,https://www.amazon.com/Ring-Fire-Pike-Logan-Thriller/dp/1101984767?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1101984767', 'isbn13': '9781101984765'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Ring-Fire-Pike-Logan-Thriller/dp/1101984767?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781101984772?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781101984772'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FRING%2BOF%2BFIRE%2FBrad%2BTaylor%2F9781101984772'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781101984772'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781101984772?aff=NYT'}]",nyt://book/82de26e5-5d9c-577b-9dc4-a8e091cca7bf,E-Book Fiction
4,5,7,9,0,0,034554496X,9780345544964,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer.",0.0,SMALL GREAT THINGS,Jodi Picoult,by Jodi Picoult,,https://storage.googleapis.com/du-prd/books/images/9780345544964.jpg,330,491,http://www.amazon.com/Small-Great-Things-Jodi-Picoult-ebook/dp/B01AQNYZ3I?tag=NYTBSREV-20,,https://www.nytimes.com/2016/10/16/books/review/jodi-picoult-small-great-things-roxane-gay.html,,,,"[{'isbn10': '0345544951', 'isbn13': '9780345544957'}, {'isbn10': '034554496X', 'isbn13': '9780345544964'}, {'isbn10': '1410463745', 'isbn13': '9781410463746'}, {'isbn10': '0425286010', 'isbn13': '9780425286012'}, {'isbn10': '0345544978', 'isbn13': '9780345544971'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Small-Great-Things-Jodi-Picoult-ebook/dp/B01AQNYZ3I?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780345544964?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780345544964'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FSMALL%2BGREAT%2BTHINGS%2FJodi%2BPicoult%2F9780345544964'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780345544964'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780345544964?aff=NYT'}]",nyt://book/905b1f45-7096-5de2-a206-63d6bcabb1ec,E-Book Fiction
5,6,0,1,0,0,None,A00B01MF62CN8,Stoker Aces Production,A fireman must keep his overprotective nature in check while pursuing an epileptic prey to her suspiciously obsessive boss.,0.0,SHELTER FOR ADELINE,Susan Stoker,by Susan Stoker,,https://storage.googleapis.com/du-prd/books/images/A00B01MF62CN8.jpg,310,495,https://www.amazon.com/Shelter-Adeline-Badge-Honor-Heroes-ebook/dp/B01MF62CN8?tag=NYTBSREV-20,,,,,,[],"[{'name': 'Amazon', 'url': 'https://www.amazon.com/Shelter-Adeline-Badge-Honor-Heroes-ebook/dp/B01MF62CN8?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': ''}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fs%2FSHELTER+FOR+ADELINE+Susan+Stoker'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fsearch%3Fquery%3DSHELTER%2BFOR%2BADELINE%2BSusan%2BStoker'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/books?affiliate=3546&keywords=SHELTER+FOR+ADELINE'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/search/book?keys=SHELTER+FOR+ADELINE+Susan+Stoker&aff=NYT'}]",nyt://book/045a64c0-e467-5ae0-bc1b-c72fe271fad4,E-Book Fiction
6,7,9,3,0,0,None,9781476738031,Atria,"An angry old curmudgeon gets new neighbors, and things are about to change for all of them.",0.0,A MAN CALLED OVE,Fredrik Backman,by Fredrik Backman,,https://storage.googleapis.com/du-prd/books/images/9781476738024.jpg,318,495,http://www.amazon.com/Man-Called-Ove-Novel/dp/1476738025?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1476738025', 'isbn13': '9781476738024'}, {'isbn10': '1476738017', 'isbn13': '9781476738017'}, {'isbn10': '1594139830', 'isbn13': '9781594139833'}, {'isbn10': '1410472922', 'isbn13': '9781410472922'}, {'isbn10': '166801081X', 'isbn13': '9781668010815'}, {'isbn10': '1797149490', 'isbn13': '9781797149493'}, {'isbn10': '1797108255', 'isbn13': '9781797108254'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Man-Called-Ove-Novel/dp/1476738025?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781476738031?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781476738031'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FA%2BMAN%2BCALLED%2BOVE%2FFredrik%2BBackman%2F9781476738031'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781476738031'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781476738031?aff=NYT'}]",nyt://book/1461fd37-af03-582e-b158-747f18273186,E-Book Fiction
7,8,2,2,0,0,0425285359,9780425285350,Delacorte,The beautiful mistress of a Russian oligarch falls in love with an artist and yearns for freedom.,0.0,THE MISTRESS,Danielle Steel,by Danielle Steel,,https://storage.googleapis.com/du-prd/books/images/9780425285350.jpg,326,495,https://www.amazon.com/Mistress-Novel-Danielle-Steel-ebook/dp/B01E2GZ5FC?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0345531116', 'isbn13': '9780345531117'}, {'isbn10': '0425285359', 'isbn13': '9780425285350'}, {'isbn10': '0735210039', 'isbn13': '9780735210035'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Mistress-Novel-Danielle-Steel-ebook/dp/B01E2GZ5FC?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780425285350?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780425285350'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BMISTRESS%2FDanielle%2BSteel%2F9780425285350'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780425285350'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780425285350?aff=NYT'}]",nyt://book/cf13e07b-0134-591f-973a-30f8decca2ea,E-Book Fiction
8,9,0,1,0,0,,9780698193000,Berkley,Spirits invade the life of a Charleston realtor.,0.0,THE GUESTS ON SOUTH BATTERY,Karen White,by Karen White,,https://storage.googleapis.com/du-prd/books/images/9780451475237.jpg,328,495,https://www.amazon.com/Guests-South-Battery-Tradd-Street/dp/0451475232?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0451475232', 'isbn13': '9780451475237'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Guests-South-Battery-Tradd-Street/dp/0451475232?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780698193000?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780698193000'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BGUESTS%2BON%2BSOUTH%2BBATTERY%2FKaren%2BWhite%2F9780698193000'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780698193000'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780698193000?aff=NYT'}]",nyt://book/0efca0b4-55ac-5ab6-8855-e6bcae61ce70,E-Book Fiction
9,10,0,8,0,0,1455586498,9781455586493,Grand Central,"John Puller, a special agent with the Army, searches for the truth about his mother, who disappeared 30 years ago.",0.0,NO MAN'S LAND,David Baldacci,by David Baldacci,,https://storage.googleapis.com/du-prd/books/images/9781455586516.jpg,327,495,https://www.amazon.com/No-Mans-Land-John-Puller/dp/145558651X?tag=NYTBSREV-20,,,,,,"[{'isbn10': '145558651X', 'isbn13': '9781455586516'}, {'isbn10': '1455541664', 'isbn13': '9781455541669'}, {'isbn10': '1455586498', 'isbn13': '9781455586493'}, {'isbn10': '1455586501', 'isbn13': '9781455586509'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/No-Mans-Land-John-Puller/dp/145558651X?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781455586493?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781455586493'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FNO%2BMAN%2527S%2BLAND%2FDavid%2BBaldacci%2F9781455586493'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781455586493'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781455586493?aff=NYT'}]",nyt://book/8f1aecf4-4e80-59d7-a1af-a5c15d8d163f,E-Book Fiction
10,11,0,0,0,0,None,9780399574184,Putnam,The New York lawyer Stone Barrington faces danger when he finds himself in possession of a retired C.I.A. agent’s explosive memoir.,0.0,BELOW THE BELT,Stuart Woods,by Stuart Woods,,https://storage.googleapis.com/du-prd/books/images/9780399573972.jpg,328,495,https://www.amazon.com/Below-Belt-Stone-Barrington-Novel/dp/0399573976?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0399573976', 'isbn13': '9780399573972'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Below-Belt-Stone-Barrington-Novel/dp/0399573976?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780399574184?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780399574184'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FBELOW%2BTHE%2BBELT%2FStuart%2BWoods%2F9780399574184'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780399574184'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780399574184?aff=NYT'}]",nyt://book/2a374e51-c58c-5ad4-a877-4f4d83d6fda6,E-Book Fiction
